project,bug,test_class,test_method,history,same_package,modified_classes_count,label
Chart,1,org.jfree.chart.junit.ChartPanelTests,testSetChart,0,0,1,0
Chart,1,org.jfree.chart.junit.ChartPanelTests,testGetListeners,0,0,1,0
Chart,1,org.jfree.chart.junit.ChartPanelTests,test2502355_zoom,0,0,1,0
Chart,1,org.jfree.chart.junit.ChartPanelTests,test2502355_zoomInBoth,0,0,1,0
Chart,1,org.jfree.chart.junit.ChartPanelTests,test2502355_zoomOutBoth,0,0,1,0
Chart,1,org.jfree.chart.junit.ChartPanelTests,test2502355_restoreAutoBounds,0,0,1,0
Chart,1,org.jfree.chart.junit.ChartPanelTests,test2502355_zoomInDomain,0,0,1,0
Chart,1,org.jfree.chart.junit.ChartPanelTests,test2502355_zoomInRange,0,0,1,0
Chart,1,org.jfree.chart.junit.ChartPanelTests,test2502355_zoomOutDomain,0,0,1,0
Chart,1,org.jfree.chart.junit.ChartPanelTests,test2502355_zoomOutRange,0,0,1,0
Chart,1,org.jfree.chart.junit.ChartPanelTests,test2502355_restoreAutoDomainBounds,0,0,1,0
Chart,1,org.jfree.chart.junit.ChartPanelTests,test2502355_restoreAutoRangeBounds,0,0,1,0
Chart,1,org.jfree.chart.junit.ChartPanelTests,testSetMouseWheelEnabled,0,0,1,0
Chart,1,org.jfree.chart.junit.GanttChartTests,testDrawWithNullInfo,0,0,1,0
Chart,1,org.jfree.chart.junit.GanttChartTests,testDrawWithNullInfo2,0,0,1,0
Chart,1,org.jfree.chart.junit.GanttChartTests,testReplaceDataset,0,0,1,0
Chart,1,org.jfree.chart.junit.GanttChartTests,testSetSeriesToolTipGenerator,0,0,1,0
Chart,1,org.jfree.chart.junit.GanttChartTests,testSetSeriesURLGenerator,0,0,1,0
Chart,1,org.jfree.chart.junit.JFreeChartTests,testEquals,0,0,1,0
Chart,1,org.jfree.chart.junit.JFreeChartTests,testEquals2,0,0,1,0
Chart,1,org.jfree.chart.junit.JFreeChartTests,testSubtitleCount,0,0,1,0
Chart,1,org.jfree.chart.junit.JFreeChartTests,testGetSubtitle,0,0,1,0
Chart,1,org.jfree.chart.junit.JFreeChartTests,testSerialization1,0,0,1,0
Chart,1,org.jfree.chart.junit.JFreeChartTests,testSerialization2,0,0,1,0
Chart,1,org.jfree.chart.junit.JFreeChartTests,testSerialization3,0,0,1,0
Chart,1,org.jfree.chart.junit.JFreeChartTests,testSerialization4,0,0,1,0
Chart,1,org.jfree.chart.junit.JFreeChartTests,testAddSubtitle,0,0,1,0
Chart,1,org.jfree.chart.junit.JFreeChartTests,testGetSubtitles,0,0,1,0
Chart,1,org.jfree.chart.junit.JFreeChartTests,testLegendEvents,0,0,1,0
Chart,1,org.jfree.chart.junit.JFreeChartTests,testTitleChangeEvent,0,0,1,0
Chart,1,org.jfree.chart.junit.LineChart3DTests,testDrawWithNullInfo,0,0,1,0
Chart,1,org.jfree.chart.junit.LineChart3DTests,testReplaceDataset,0,0,1,0
Chart,1,org.jfree.chart.junit.LineChart3DTests,testSetSeriesToolTipGenerator,0,0,1,0
Chart,1,org.jfree.chart.junit.LineChart3DTests,testSetSeriesURLGenerator,0,0,1,0
Chart,1,org.jfree.chart.junit.LineChartTests,testDrawWithNullInfo,0,0,1,0
Chart,1,org.jfree.chart.junit.LineChartTests,testReplaceDataset,0,0,1,0
Chart,1,org.jfree.chart.junit.LineChartTests,testSetSeriesToolTipGenerator,0,0,1,0
Chart,1,org.jfree.chart.junit.LineChartTests,testSetSeriesURLGenerator,0,0,1,0
Chart,1,org.jfree.chart.junit.PieChart3DTests,testReplaceDatasetOnPieChart,0,0,1,0
Chart,1,org.jfree.chart.junit.PieChart3DTests,testNullValueInDataset,0,0,1,0
Chart,1,org.jfree.chart.junit.PieChartTests,testReplaceDatasetOnPieChart,0,0,1,0
Chart,1,org.jfree.chart.junit.ScatterPlotTests,testDrawWithNullInfo,0,0,1,0
Chart,1,org.jfree.chart.junit.ScatterPlotTests,testReplaceDataset,0,0,1,0
Chart,1,org.jfree.chart.junit.ScatterPlotTests,testSetSeriesToolTipGenerator,0,0,1,0
Chart,1,org.jfree.chart.junit.StackedAreaChartTests,testDrawWithNullInfo,0,0,1,0
Chart,1,org.jfree.chart.junit.StackedAreaChartTests,testReplaceDataset,0,0,1,0
Chart,1,org.jfree.chart.junit.StackedAreaChartTests,testSetSeriesToolTipGenerator,0,0,1,0
Chart,1,org.jfree.chart.junit.StackedAreaChartTests,testSetSeriesURLGenerator,0,0,1,0
Chart,1,org.jfree.chart.junit.StackedBarChart3DTests,testDrawWithNullInfo,0,0,1,0
Chart,1,org.jfree.chart.junit.StackedBarChart3DTests,testReplaceDataset,0,0,1,0
Chart,1,org.jfree.chart.junit.StackedBarChart3DTests,testSetSeriesToolTipGenerator,0,0,1,0
Chart,1,org.jfree.chart.junit.StackedBarChart3DTests,testSetSeriesURLGenerator,0,0,1,0
Chart,1,org.jfree.chart.junit.StackedBarChartTests,testDrawWithNullInfo,0,0,1,0
Chart,1,org.jfree.chart.junit.StackedBarChartTests,testReplaceDataset,0,0,1,0
Chart,1,org.jfree.chart.junit.StackedBarChartTests,testSetSeriesToolTipGenerator,0,0,1,0
Chart,1,org.jfree.chart.junit.StackedBarChartTests,testSetSeriesURLGenerator,0,0,1,0
Chart,1,org.jfree.chart.junit.StandardChartThemeTests,testEquals,0,0,1,0
Chart,1,org.jfree.chart.junit.StandardChartThemeTests,testSerialization,0,0,1,0
Chart,1,org.jfree.chart.junit.StandardChartThemeTests,testCloning,0,0,1,0
Chart,1,org.jfree.chart.junit.TimeSeriesChartTests,testDrawWithNullInfo,0,0,1,0
Chart,1,org.jfree.chart.junit.TimeSeriesChartTests,testReplaceDataset,0,0,1,0
Chart,1,org.jfree.chart.junit.TimeSeriesChartTests,testSetSeriesToolTipGenerator,0,0,1,0
Chart,1,org.jfree.chart.junit.WaterfallChartTests,testDrawWithNullInfo,0,0,1,0
Chart,1,org.jfree.chart.junit.WaterfallChartTests,testSetSeriesToolTipGenerator,0,0,1,0
Chart,1,org.jfree.chart.junit.WaterfallChartTests,testSetSeriesURLGenerator,0,0,1,0
Chart,1,org.jfree.chart.junit.XYAreaChartTests,testDrawWithNullInfo,0,0,1,0
Chart,1,org.jfree.chart.junit.XYAreaChartTests,testReplaceDataset,0,0,1,0
Chart,1,org.jfree.chart.junit.XYAreaChartTests,testSetSeriesToolTipGenerator,0,0,1,0
Chart,1,org.jfree.chart.junit.XYBarChartTests,testDrawWithNullInfo,0,0,1,0
Chart,1,org.jfree.chart.junit.XYBarChartTests,testReplaceDataset,0,0,1,0
Chart,1,org.jfree.chart.junit.XYBarChartTests,testSetSeriesToolTipGenerator,0,0,1,0
Chart,1,org.jfree.chart.junit.XYLineChartTests,testDrawWithNullInfo,0,0,1,0
Chart,1,org.jfree.chart.junit.XYLineChartTests,testReplaceDataset,0,0,1,0
Chart,1,org.jfree.chart.junit.XYLineChartTests,testSetSeriesToolTipGenerator,0,0,1,0
Chart,1,org.jfree.chart.junit.XYStepAreaChartTests,testDrawWithNullInfo,0,0,1,0
Chart,1,org.jfree.chart.junit.XYStepAreaChartTests,testReplaceDataset,0,0,1,0
Chart,1,org.jfree.chart.junit.XYStepAreaChartTests,testSetSeriesToolTipGenerator,0,0,1,0
Chart,1,org.jfree.chart.junit.XYStepChartTests,testDrawWithNullInfo,0,0,1,0
Chart,1,org.jfree.chart.junit.XYStepChartTests,testReplaceDataset,0,0,1,0
Chart,1,org.jfree.chart.junit.XYStepChartTests,testSetSeriesToolTipGenerator,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.CategoryPlotTests,testConstructor,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.CategoryPlotTests,testAxisRange,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.CategoryPlotTests,testEquals,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.CategoryPlotTests,testCloning,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.CategoryPlotTests,testCloning2,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.CategoryPlotTests,testCloning3,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.CategoryPlotTests,testBug2817504,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.CategoryPlotTests,testSerialization,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.CategoryPlotTests,testSerialization2,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.CategoryPlotTests,testSerialization3,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.CategoryPlotTests,testSerialization4,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.CategoryPlotTests,testSerialization5,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.CategoryPlotTests,testSetRenderer,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.CategoryPlotTests,test1169972,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.CategoryPlotTests,testAddDomainMarker,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.CategoryPlotTests,testAddRangeMarker,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.CategoryPlotTests,test1654215,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.CategoryPlotTests,testGetDomainAxisIndex,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.CategoryPlotTests,testGetRangeAxisIndex,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.CategoryPlotTests,testRemoveDomainMarker,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.CategoryPlotTests,testRemoveRangeMarker,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.CategoryPlotTests,testGetDomainAxisForDataset,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.CategoryPlotTests,testGetRangeAxisForDataset,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.CombinedDomainCategoryPlotTests,testRemoveSubplot,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.CombinedDomainCategoryPlotTests,testEquals,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.CombinedDomainCategoryPlotTests,testCloning,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.CombinedDomainCategoryPlotTests,testSerialization,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.CombinedDomainCategoryPlotTests,testNotification,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.CombinedRangeCategoryPlotTests,testEquals,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.CombinedRangeCategoryPlotTests,testCloning,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.CombinedRangeCategoryPlotTests,testSerialization,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.CombinedRangeCategoryPlotTests,testRemoveSubplot,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.CombinedRangeCategoryPlotTests,testNotification,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.MultiplePiePlotTests,testConstructor,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.MultiplePiePlotTests,testEquals,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.MultiplePiePlotTests,testCloning,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.MultiplePiePlotTests,testSerialization,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.MultiplePiePlotTests,testGetLegendItems,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.PiePlot3DTests,testEquals,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.PiePlot3DTests,testSerialization,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.PiePlot3DTests,testDrawWithNullDataset,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.PiePlotTests,testEquals,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.PiePlotTests,testCloning,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.PiePlotTests,testCloning_URLGenerator,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.PiePlotTests,testCloning_LegendItemShape,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.PiePlotTests,testCloning_LegendLabelGenerator,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.PiePlotTests,testCloning_LegendLabelToolTipGenerator,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.PiePlotTests,testCloning_LegendLabelURLGenerator,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.PiePlotTests,testSerialization,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.PiePlotTests,testGetLegendItems,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.PiePlotTests,testGetBaseSectionPaint,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.PiePlotTests,testDrawWithNullLegendLabels,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.XYPlotTests,testEquals,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.XYPlotTests,testCloning,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.XYPlotTests,testCloning2,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.XYPlotTests,testCloning3,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.XYPlotTests,testCloning4,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.XYPlotTests,testCloning_QuadrantOrigin,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.XYPlotTests,testCloning_QuadrantPaint,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.XYPlotTests,testBug2817504,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.XYPlotTests,testCloneIndependence,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.XYPlotTests,testSetNullRenderer,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.XYPlotTests,testSerialization1,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.XYPlotTests,testSerialization2,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.XYPlotTests,testSerialization3,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.XYPlotTests,testSerialization4,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.XYPlotTests,testSerialization5,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.XYPlotTests,testGetRendererForDataset,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.XYPlotTests,testGetLegendItems,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.XYPlotTests,testSetRenderer,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.XYPlotTests,testRemoveAnnotation,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.XYPlotTests,testAddDomainMarker,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.XYPlotTests,testAddRangeMarker,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.XYPlotTests,test1654215,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.XYPlotTests,testDrawRangeGridlines,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.XYPlotTests,testDrawSeriesWithZeroItems,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.XYPlotTests,testRemoveDomainMarker,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.XYPlotTests,testRemoveRangeMarker,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.XYPlotTests,testGetDomainAxisForDataset,0,0,1,0
Chart,1,org.jfree.chart.plot.junit.XYPlotTests,testGetRangeAxisForDataset,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests,testEquals,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests,testCloning1,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests,testCloning2,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests,testCloning_LegendItemLabelGenerator,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests,testCloning_LegendItemToolTipGenerator,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests,testCloning_LegendItemURLGenerator,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests,testGetSeriesItemLabelGenerator,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests,testGetSeriesURLGenerator,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests,testFindRangeBounds,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests,test2947660,0,0,1,1
Chart,1,org.jfree.chart.renderer.category.junit.AreaRendererTests,testEquals,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.AreaRendererTests,testHashcode,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.AreaRendererTests,testCloning,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.AreaRendererTests,testPublicCloneable,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.AreaRendererTests,testSerialization,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.AreaRendererTests,testGetLegendItemSeriesIndex,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.BarRenderer3DTests,testEquals,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.BarRenderer3DTests,testHashcode,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.BarRenderer3DTests,testCloning,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.BarRenderer3DTests,testPublicCloneable,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.BarRenderer3DTests,testSerialization,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.BarRendererTests,testEquals,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.BarRendererTests,testHashcode,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.BarRendererTests,testCloning,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.BarRendererTests,testPublicCloneable,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.BarRendererTests,testSerialization,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.BarRendererTests,testEventNotification,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.BarRendererTests,testGetLegendItem,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.BarRendererTests,testGetLegendItemSeriesIndex,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.BarRendererTests,testFindRangeBounds,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests,testEquals,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests,testHashcode,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests,testCloning,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests,testPublicCloneable,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests,testSerialization,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests,testDrawWithNullInfo,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests,testBug1572478Vertical,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests,testBug1572478Horizontal,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests,testGetLegendItem,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests,testGetLegendItemSeriesIndex,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests,testDrawWithNullMean,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests,testDrawWithNullMedian,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests,testDrawWithNullQ1,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests,testDrawWithNullQ3,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests,testDrawWithNullMinRegular,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests,testDrawWithNullMaxRegular,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests,testDrawWithNullMinOutlier,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests,testDrawWithNullMaxOutlier,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.CategoryStepRendererTests,testEquals,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.CategoryStepRendererTests,testCloning,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.CategoryStepRendererTests,testPublicCloneable,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.CategoryStepRendererTests,testSerialization,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.CategoryStepRendererTests,testGetLegendItemSeriesIndex,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.DefaultCategoryItemRendererTests,testEquals,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.DefaultCategoryItemRendererTests,testHashcode,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.DefaultCategoryItemRendererTests,testCloning,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.DefaultCategoryItemRendererTests,testPublicCloneable,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.DefaultCategoryItemRendererTests,testSerialization,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.GanttRendererTests,testEquals,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.GanttRendererTests,testHashcode,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.GanttRendererTests,testCloning,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.GanttRendererTests,testPublicCloneable,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.GanttRendererTests,testSerialization,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.GradientBarPainterTests,testEquals,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.GradientBarPainterTests,testHashcode,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.GradientBarPainterTests,testCloning,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.GradientBarPainterTests,testSerialization,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.GroupedStackedBarRendererTests,testEquals,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.GroupedStackedBarRendererTests,testCloning,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.GroupedStackedBarRendererTests,testPublicCloneable,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.GroupedStackedBarRendererTests,testSerialization,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.GroupedStackedBarRendererTests,testDrawWithNullInfo,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.GroupedStackedBarRendererTests,testFindRangeBounds,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.IntervalBarRendererTests,testEquals,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.IntervalBarRendererTests,testHashcode,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.IntervalBarRendererTests,testCloning,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.IntervalBarRendererTests,testPublicCloneable,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.IntervalBarRendererTests,testSerialization,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.IntervalBarRendererTests,testDrawWithNullInfo,0,0,1,0
Chart,1,org.jfree.chart.renderer.category.junit.LayeredBarRendererTests,testEquals,0,0,1,0
